x_float,tanh_ref,pwl_liu,pwl_v2,ae_liu,ae_v2
0.882812,0.707826,0.708008,0.331055,0.000182,0.376771
0.886719,0.709769,0.710449,0.332520,0.000680,0.377250
0.890625,0.711702,0.712891,0.333984,0.001188,0.377718
0.894531,0.713625,0.715332,0.335449,0.001707,0.378175
0.898438,0.715536,0.717773,0.336914,0.002237,0.378622
0.902344,0.717437,0.720215,0.338379,0.002778,0.379058
0.906250,0.719328,0.722656,0.339844,0.003329,0.379484
0.910156,0.721207,0.725098,0.341309,0.003890,0.379899
0.914062,0.723076,0.727539,0.342773,0.004463,0.380303
0.917969,0.724935,0.729980,0.344238,0.005045,0.380697
0.921875,0.726783,0.732422,0.345703,0.005639,0.381080
0.925781,0.728621,0.734863,0.347168,0.006242,0.381453
0.929688,0.730448,0.737305,0.348633,0.006857,0.381815
0.933594,0.732265,0.739746,0.350098,0.007481,0.382167
0.937500,0.734072,0.742188,0.351562,0.008116,0.382509
0.941406,0.735868,0.744629,0.353027,0.008761,0.382840
0.945312,0.737654,0.747070,0.354492,0.009417,0.383161
0.949219,0.739429,0.749512,0.355957,0.010083,0.383472
0.953125,0.741195,0.751953,0.357422,0.010759,0.383773
0.957031,0.742950,0.754395,0.358887,0.011445,0.384063
0.960938,0.744695,0.756836,0.360352,0.012141,0.384343
0.964844,0.746430,0.759277,0.361816,0.012848,0.384613
0.968750,0.748154,0.761719,0.363281,0.013564,0.384873
0.972656,0.749869,0.764160,0.364746,0.014291,0.385123
0.976562,0.751574,0.766602,0.366211,0.015028,0.385363
0.980469,0.753269,0.769043,0.367676,0.015774,0.385593
0.984375,0.754954,0.771484,0.369141,0.016531,0.385813
0.988281,0.756628,0.773926,0.370605,0.017297,0.386023
0.992188,0.758294,0.776367,0.372070,0.018074,0.386223
0.996094,0.759949,0.778809,0.373535,0.018860,0.386414
1.000000,0.761594,0.768066,0.375000,0.006472,0.386594
1.003906,0.763230,0.769287,0.376465,0.006057,0.386765
1.007812,0.764856,0.770508,0.377930,0.005652,0.386926
1.011719,0.766472,0.771729,0.379395,0.005257,0.387077
1.015625,0.768079,0.772949,0.380859,0.004871,0.387219
1.019531,0.769676,0.774170,0.382324,0.004494,0.387351
1.023438,0.771263,0.775391,0.383789,0.004128,0.387474
1.027344,0.772841,0.776611,0.385254,0.003771,0.387587
1.031250,0.774409,0.777832,0.386719,0.003423,0.387690
1.035156,0.775968,0.779053,0.388184,0.003085,0.387785
1.039062,0.777518,0.780273,0.389648,0.002756,0.387869
1.042969,0.779058,0.781494,0.391113,0.002436,0.387944
1.046875,0.780588,0.782715,0.392578,0.002126,0.388010
1.050781,0.782110,0.783936,0.394043,0.001826,0.388067
1.054688,0.783622,0.785156,0.395508,0.001534,0.388114
1.058594,0.785125,0.786377,0.396973,0.001252,0.388152
1.062500,0.786619,0.787598,0.398438,0.000979,0.388181
1.066406,0.788103,0.788818,0.399902,0.000715,0.388201
1.070312,0.789579,0.790039,0.401367,0.000460,0.388212
1.074219,0.791045,0.791260,0.402832,0.000214,0.388213
1.078125,0.792503,0.792480,0.404297,0.000022,0.388206
1.082031,0.793951,0.793701,0.405762,0.000250,0.388189
1.085938,0.795391,0.794922,0.407227,0.000469,0.388164
1.089844,0.796821,0.796143,0.408691,0.000679,0.388130
1.093750,0.798243,0.797363,0.410156,0.000879,0.388087
1.097656,0.799656,0.798584,0.411621,0.001072,0.388034
1.101562,0.801060,0.799805,0.413086,0.001255,0.387974
1.105469,0.802455,0.801025,0.414551,0.001429,0.387904
1.109375,0.803841,0.802246,0.416016,0.001595,0.387826
1.113281,0.805219,0.803467,0.417480,0.001752,0.387739
1.117188,0.806588,0.804688,0.418945,0.001901,0.387643
1.121094,0.807949,0.805908,0.420410,0.002041,0.387539
1.125000,0.809301,0.807129,0.421875,0.002172,0.387426
1.128906,0.810645,0.808350,0.423340,0.002295,0.387305
1.132812,0.811980,0.809570,0.424805,0.002409,0.387175
1.136719,0.813306,0.810791,0.426270,0.002515,0.387037
1.140625,0.814624,0.812012,0.427734,0.002613,0.386890
1.144531,0.815934,0.813232,0.429199,0.002702,0.386735
1.148438,0.817236,0.814453,0.430664,0.002783,0.386572
1.152344,0.818529,0.815674,0.432129,0.002855,0.386400
1.156250,0.819814,0.816895,0.433594,0.002919,0.386220
1.160156,0.821091,0.818115,0.435059,0.002976,0.386032
1.164062,0.822359,0.819336,0.436523,0.003023,0.385836
1.167969,0.823620,0.820557,0.437988,0.003063,0.385632
1.171875,0.824872,0.821777,0.439453,0.003095,0.385419
1.175781,0.826117,0.822998,0.440918,0.003119,0.385199
1.179688,0.827353,0.824219,0.442383,0.003134,0.384970
1.183594,0.828581,0.825439,0.443848,0.003142,0.384734
1.187500,0.829802,0.826660,0.445312,0.003142,0.384489
1.191406,0.831014,0.827881,0.446777,0.003134,0.384237
1.195312,0.832219,0.829102,0.448242,0.003118,0.383977
1.199219,0.833416,0.830322,0.449707,0.003094,0.383709
1.203125,0.834605,0.831543,0.451172,0.003062,0.383433
1.207031,0.835787,0.832764,0.452637,0.003023,0.383150
1.210938,0.836960,0.833984,0.454102,0.002976,0.382859
1.214844,0.838127,0.835205,0.455566,0.002922,0.382560
1.218750,0.839285,0.836426,0.457031,0.002859,0.382254
1.222656,0.840436,0.837646,0.458496,0.002789,0.381940
1.226562,0.841579,0.838867,0.459961,0.002712,0.381618
1.230469,0.842715,0.840088,0.461426,0.002627,0.381289
1.234375,0.843844,0.841309,0.462891,0.002535,0.380953
1.238281,0.844965,0.842529,0.464355,0.002435,0.380609
1.242188,0.846078,0.843750,0.465820,0.002328,0.380258
1.246094,0.847185,0.844971,0.467285,0.002214,0.379899
1.250000,0.848284,0.846191,0.468750,0.002092,0.379534
1.253906,0.849375,0.847412,0.470215,0.001963,0.379161
1.257812,0.850460,0.848633,0.471680,0.001827,0.378780
1.261719,0.851537,0.849854,0.473145,0.001684,0.378393
1.265625,0.852607,0.851074,0.474609,0.001533,0.377998
1.269531,0.853671,0.852295,0.476074,0.001376,0.377596
1.273438,0.854727,0.853516,0.477539,0.001211,0.377188
1.277344,0.855776,0.854736,0.479004,0.001039,0.376772
1.281250,0.856818,0.855957,0.480469,0.000861,0.376349
1.285156,0.857853,0.857178,0.481934,0.000675,0.375919
1.289062,0.858881,0.858398,0.483398,0.000482,0.375482
1.292969,0.859902,0.859619,0.484863,0.000283,0.375039
1.296875,0.860917,0.860840,0.486328,0.000077,0.374588
1.300781,0.861924,0.862061,0.487793,0.000136,0.374131
1.304688,0.862925,0.863281,0.489258,0.000356,0.373667
1.308594,0.863919,0.864502,0.490723,0.000583,0.373197
1.312500,0.864907,0.865723,0.492188,0.000816,0.372719
1.316406,0.865887,0.866943,0.493652,0.001056,0.372235
1.320312,0.866862,0.868164,0.495117,0.001302,0.371744
1.324219,0.867829,0.869385,0.496582,0.001556,0.371247
1.328125,0.868790,0.870605,0.498047,0.001815,0.370743
1.332031,0.869745,0.871826,0.499512,0.002081,0.370233
1.335938,0.870693,0.873047,0.500977,0.002354,0.369716
1.339844,0.871635,0.874268,0.502441,0.002633,0.369193
1.343750,0.872570,0.875488,0.503906,0.002918,0.368664
1.347656,0.873499,0.876709,0.505371,0.003210,0.368128
1.351562,0.874422,0.877930,0.506836,0.003508,0.367586
1.355469,0.875338,0.879150,0.508301,0.003812,0.367037
1.359375,0.876248,0.880371,0.509766,0.004123,0.366482
1.363281,0.877152,0.881592,0.511230,0.004440,0.365921
1.367188,0.878050,0.882812,0.512695,0.004763,0.365354
1.371094,0.878941,0.884033,0.514160,0.005092,0.364781
1.375000,0.879827,0.885254,0.515625,0.005427,0.364202
1.378906,0.880706,0.886475,0.517090,0.005768,0.363616
1.382812,0.881579,0.887695,0.518555,0.006116,0.363025
1.386719,0.882447,0.888916,0.520020,0.006469,0.362427
1.390625,0.883308,0.890137,0.521484,0.006828,0.361824
1.394531,0.884164,0.891357,0.522949,0.007194,0.361215
1.398438,0.885013,0.892578,0.524414,0.007565,0.360599
1.402344,0.885857,0.893799,0.525879,0.007942,0.359978
1.406250,0.886695,0.895020,0.527344,0.008324,0.359351
1.410156,0.887527,0.896240,0.528809,0.008713,0.358719
1.414062,0.888354,0.897461,0.530273,0.009107,0.358080
1.417969,0.889174,0.898682,0.531738,0.009507,0.357436
1.421875,0.889989,0.899902,0.533203,0.009913,0.356786
1.425781,0.890799,0.901123,0.534668,0.010324,0.356131
1.429688,0.891603,0.902344,0.536133,0.010741,0.355470
1.433594,0.892401,0.903564,0.537598,0.011164,0.354803
1.437500,0.893193,0.904785,0.539062,0.011592,0.354131
1.441406,0.893980,0.906006,0.540527,0.012025,0.353453
1.445312,0.894762,0.907227,0.541992,0.012464,0.352770
1.449219,0.895538,0.908447,0.543457,0.012909,0.352081
1.453125,0.896309,0.909668,0.544922,0.013359,0.351387
1.457031,0.897074,0.910889,0.546387,0.013814,0.350688
1.460938,0.897835,0.912109,0.547852,0.014275,0.349983
1.464844,0.898589,0.913330,0.549316,0.014741,0.349273
1.468750,0.899339,0.914551,0.550781,0.015212,0.348557
1.472656,0.900083,0.915771,0.552246,0.015689,0.347837
1.476562,0.900822,0.916992,0.553711,0.016170,0.347111
1.480469,0.901556,0.918213,0.555176,0.016657,0.346380
1.484375,0.902284,0.919434,0.556641,0.017149,0.345644
1.488281,0.903008,0.920654,0.558105,0.017646,0.344903
1.492188,0.903726,0.921875,0.559570,0.018149,0.344156
1.496094,0.904440,0.923096,0.561035,0.018656,0.343405
1.500000,0.905148,0.906982,0.562500,0.001834,0.342648
1.503906,0.905852,0.907471,0.563965,0.001619,0.341887
1.507812,0.906550,0.907959,0.565430,0.001409,0.341120
1.511719,0.907244,0.908447,0.566895,0.001204,0.340349
1.515625,0.907932,0.908936,0.568359,0.001003,0.339573
1.519531,0.908616,0.909424,0.569824,0.000808,0.338792
1.523438,0.909295,0.909912,0.571289,0.000617,0.338006
1.527344,0.909969,0.910400,0.572754,0.000431,0.337215
1.531250,0.910638,0.910889,0.574219,0.000250,0.336420
1.535156,0.911303,0.911377,0.575684,0.000074,0.335619
1.539062,0.911963,0.911865,0.577148,0.000097,0.334814
1.542969,0.912618,0.912354,0.578613,0.000264,0.334005
1.546875,0.913268,0.912842,0.580078,0.000427,0.333190
1.550781,0.913914,0.913330,0.581543,0.000584,0.332371
1.554688,0.914556,0.913818,0.583008,0.000737,0.331548
1.558594,0.915192,0.914307,0.584473,0.000886,0.330720
1.562500,0.915825,0.914795,0.585938,0.001030,0.329887
1.566406,0.916452,0.915283,0.587402,0.001169,0.329050
1.570312,0.917075,0.915771,0.588867,0.001304,0.328208
1.574219,0.917694,0.916260,0.590332,0.001434,0.327362
1.578125,0.918309,0.916748,0.591797,0.001561,0.326512
1.582031,0.918919,0.917236,0.593262,0.001682,0.325657
1.585938,0.919524,0.917725,0.594727,0.001800,0.324798
1.589844,0.920125,0.918213,0.596191,0.001912,0.323934
1.593750,0.920722,0.918701,0.597656,0.002021,0.323066
1.597656,0.921315,0.919189,0.599121,0.002126,0.322194
1.601562,0.921903,0.919678,0.600586,0.002226,0.321317
1.605469,0.922488,0.920166,0.602051,0.002322,0.320437
1.609375,0.923068,0.920654,0.603516,0.002413,0.319552
1.613281,0.923643,0.921143,0.604980,0.002501,0.318663
1.617188,0.924215,0.921631,0.606445,0.002584,0.317770
1.621094,0.924783,0.922119,0.607910,0.002664,0.316873
1.625000,0.925346,0.922852,0.609375,0.002495,0.315971
1.628906,0.925906,0.923340,0.610840,0.002566,0.315066
1.632812,0.926461,0.923828,0.612305,0.002633,0.314156
1.636719,0.927012,0.924316,0.613770,0.002696,0.313243
1.640625,0.927560,0.924805,0.615234,0.002755,0.312326
1.644531,0.928103,0.925293,0.616699,0.002810,0.311404
1.648438,0.928643,0.925781,0.618164,0.002862,0.310479
1.652344,0.929179,0.926270,0.619629,0.002909,0.309550
1.656250,0.929710,0.926758,0.621094,0.002952,0.308617
1.660156,0.930238,0.927246,0.622559,0.002992,0.307680
1.664062,0.930762,0.927734,0.624023,0.003028,0.306739
1.667969,0.931283,0.928223,0.625488,0.003060,0.305794
1.671875,0.931799,0.928711,0.626953,0.003088,0.304846
1.675781,0.932312,0.929199,0.628418,0.003113,0.303894
1.679688,0.932821,0.929688,0.629883,0.003133,0.302938
1.683594,0.933326,0.930176,0.631348,0.003151,0.301979
1.687500,0.933828,0.930664,0.632812,0.003164,0.301016
1.691406,0.934326,0.931152,0.634277,0.003174,0.300049
1.695312,0.934821,0.931641,0.635742,0.003180,0.299078
1.699219,0.935311,0.932129,0.637207,0.003182,0.298104
1.703125,0.935799,0.932617,0.638672,0.003181,0.297127
1.707031,0.936282,0.933105,0.640137,0.003177,0.296146
1.710938,0.936762,0.933594,0.641602,0.003169,0.295161
1.714844,0.937239,0.934082,0.643066,0.003157,0.294173
1.718750,0.937712,0.934570,0.644531,0.003142,0.293181
1.722656,0.938182,0.935059,0.645996,0.003123,0.292186
1.726562,0.938648,0.935547,0.647461,0.003102,0.291187
1.730469,0.939111,0.936035,0.648926,0.003076,0.290186
1.734375,0.939571,0.936523,0.650391,0.003047,0.289180
1.738281,0.940027,0.937012,0.651855,0.003015,0.288172
1.742188,0.940480,0.937500,0.653320,0.002980,0.287159
1.746094,0.940929,0.937988,0.654785,0.002941,0.286144
1.750000,0.941376,0.938721,0.656250,0.002655,0.285126
1.753906,0.941818,0.939209,0.657715,0.002610,0.284104
1.757812,0.942258,0.939697,0.659180,0.002561,0.283078
1.761719,0.942695,0.940186,0.660645,0.002509,0.282050
1.765625,0.943128,0.940674,0.662109,0.002454,0.281019
1.769531,0.943558,0.941162,0.663574,0.002396,0.279984
1.773438,0.943985,0.941650,0.665039,0.002335,0.278946
1.777344,0.944409,0.942139,0.666504,0.002270,0.277905
1.781250,0.944829,0.942627,0.667969,0.002202,0.276861
1.785156,0.945247,0.943115,0.669434,0.002132,0.275813
1.789062,0.945662,0.943604,0.670898,0.002058,0.274763
1.792969,0.946073,0.944092,0.672363,0.001981,0.273710
1.796875,0.946481,0.944580,0.673828,0.001901,0.272653
1.800781,0.946887,0.945068,0.675293,0.001818,0.271594
1.804688,0.947289,0.945557,0.676758,0.001733,0.270531
1.808594,0.947689,0.946045,0.678223,0.001644,0.269466
1.812500,0.948085,0.946533,0.679688,0.001552,0.268398
1.816406,0.948479,0.947021,0.681152,0.001457,0.267327
1.820312,0.948870,0.947510,0.682617,0.001360,0.266252
1.824219,0.949257,0.947998,0.684082,0.001259,0.265175
1.828125,0.949642,0.948486,0.685547,0.001156,0.264095
1.832031,0.950024,0.948975,0.687012,0.001050,0.263013
1.835938,0.950404,0.949463,0.688477,0.000941,0.261927
1.839844,0.950780,0.949951,0.689941,0.000829,0.260839
1.843750,0.951154,0.950439,0.691406,0.000714,0.259748
1.847656,0.951525,0.950928,0.692871,0.000597,0.258654
1.851562,0.951893,0.951416,0.694336,0.000477,0.257557
1.855469,0.952258,0.951904,0.695801,0.000354,0.256458
1.859375,0.952621,0.952393,0.697266,0.000228,0.255355
1.863281,0.952981,0.952881,0.698730,0.000100,0.254251
1.867188,0.953338,0.953369,0.700195,0.000031,0.253143
1.871094,0.953693,0.953857,0.701660,0.000164,0.252033
1.875000,0.954045,0.954590,0.703125,0.000545,0.250920
1.878906,0.954395,0.955078,0.704590,0.000683,0.249805
1.882812,0.954742,0.955566,0.706055,0.000825,0.248687
1.886719,0.955086,0.956055,0.707520,0.000969,0.247566
1.890625,0.955428,0.956543,0.708984,0.001115,0.246443
1.894531,0.955767,0.957031,0.710449,0.001264,0.245318
1.898438,0.956103,0.957520,0.711914,0.001416,0.244189
1.902344,0.956438,0.958008,0.713379,0.001570,0.243059
1.906250,0.956769,0.958496,0.714844,0.001727,0.241926
1.910156,0.957099,0.958984,0.716309,0.001886,0.240790
1.914062,0.957425,0.959473,0.717773,0.002047,0.239652
1.917969,0.957750,0.959961,0.719238,0.002211,0.238511
1.921875,0.958072,0.960449,0.720703,0.002378,0.237368
1.925781,0.958391,0.960938,0.722168,0.002546,0.236223
1.929688,0.958708,0.961426,0.723633,0.002718,0.235075
1.933594,0.959023,0.961914,0.725098,0.002891,0.233925
1.937500,0.959335,0.962402,0.726562,0.003067,0.232773
1.941406,0.959645,0.962891,0.728027,0.003245,0.231618
1.945312,0.959953,0.963379,0.729492,0.003426,0.230461
1.949219,0.960259,0.963867,0.730957,0.003609,0.229302
1.953125,0.960562,0.964355,0.732422,0.003794,0.228140
1.957031,0.960863,0.964844,0.733887,0.003981,0.226976
1.960938,0.961161,0.965332,0.735352,0.004171,0.225810
1.964844,0.961458,0.965820,0.736816,0.004363,0.224641
1.968750,0.961752,0.966309,0.738281,0.004557,0.223471
1.972656,0.962044,0.966797,0.739746,0.004753,0.222298
1.976562,0.962334,0.967285,0.741211,0.004951,0.221123
1.980469,0.962621,0.967773,0.742676,0.005152,0.219946
1.984375,0.962907,0.968262,0.744141,0.005355,0.218766
1.988281,0.963190,0.968750,0.745605,0.005560,0.217585
1.992188,0.963471,0.969238,0.747070,0.005767,0.216401
1.996094,0.963751,0.969727,0.748535,0.005976,0.215215
2.000000,0.964028,1.000000,0.750000,0.035972,0.214028
2.003906,0.964303,1.000000,0.750488,0.035697,0.213814
2.007812,0.964575,1.000000,0.750977,0.035425,0.213599
2.011719,0.964846,1.000000,0.751465,0.035154,0.213381
2.015625,0.965115,1.000000,0.751953,0.034885,0.213162
2.019531,0.965382,1.000000,0.752441,0.034618,0.212940
2.023438,0.965647,1.000000,0.752930,0.034353,0.212717
2.027344,0.965909,1.000000,0.753418,0.034091,0.212491
2.031250,0.966170,1.000000,0.753906,0.033830,0.212264
2.035156,0.966429,1.000000,0.754395,0.033571,0.212034
2.039062,0.966686,1.000000,0.754883,0.033314,0.211803
2.042969,0.966941,1.000000,0.755371,0.033059,0.211570
2.046875,0.967194,1.000000,0.755859,0.032806,0.211335
2.050781,0.967445,1.000000,0.756348,0.032555,0.211097
2.054688,0.967694,1.000000,0.756836,0.032306,0.210858
2.058594,0.967942,1.000000,0.757324,0.032058,0.210617
2.062500,0.968187,1.000000,0.757812,0.031813,0.210375
2.066406,0.968431,1.000000,0.758301,0.031569,0.210130
2.070312,0.968673,1.000000,0.758789,0.031327,0.209884
2.074219,0.968913,1.000000,0.759277,0.031087,0.209635
2.078125,0.969151,1.000000,0.759766,0.030849,0.209385
2.082031,0.969387,1.000000,0.760254,0.030613,0.209133
2.085938,0.969622,1.000000,0.760742,0.030378,0.208880
2.089844,0.969855,1.000000,0.761230,0.030145,0.208624
2.093750,0.970086,1.000000,0.761719,0.029914,0.208367
2.097656,0.970315,1.000000,0.762207,0.029685,0.208108
2.101562,0.970543,1.000000,0.762695,0.029457,0.207847
2.105469,0.970769,1.000000,0.763184,0.029231,0.207585
2.109375,0.970993,1.000000,0.763672,0.029007,0.207321
2.113281,0.971215,1.000000,0.764160,0.028785,0.207055
2.117188,0.971436,1.000000,0.764648,0.028564,0.206788
2.121094,0.971655,1.000000,0.765137,0.028345,0.206519
2.125000,0.971873,1.000000,0.765625,0.028127,0.206248
2.128906,0.972089,1.000000,0.766113,0.027911,0.205975
2.132812,0.972303,1.000000,0.766602,0.027697,0.205701
2.136719,0.972515,1.000000,0.767090,0.027485,0.205426
2.140625,0.972726,1.000000,0.767578,0.027274,0.205148
2.144531,0.972936,1.000000,0.768066,0.027064,0.204869
2.148438,0.973143,1.000000,0.768555,0.026857,0.204589
2.152344,0.973350,1.000000,0.769043,0.026650,0.204307
2.156250,0.973554,1.000000,0.769531,0.026446,0.204023
2.160156,0.973757,1.000000,0.770020,0.026243,0.203738
2.164062,0.973959,1.000000,0.770508,0.026041,0.203451
2.167969,0.974159,1.000000,0.770996,0.025841,0.203163
2.171875,0.974358,1.000000,0.771484,0.025642,0.202873
2.175781,0.974555,1.000000,0.771973,0.025445,0.202582
2.179688,0.974750,1.000000,0.772461,0.025250,0.202289
2.183594,0.974944,1.000000,0.772949,0.025056,0.201995
2.187500,0.975137,1.000000,0.773438,0.024863,0.201699
2.191406,0.975328,1.000000,0.773926,0.024672,0.201402
2.195312,0.975517,1.000000,0.774414,0.024483,0.201103
2.199219,0.975706,1.000000,0.774902,0.024294,0.200803
2.203125,0.975892,1.000000,0.775391,0.024108,0.200502
2.207031,0.976078,1.000000,0.775879,0.023922,0.200199
2.210938,0.976262,1.000000,0.776367,0.023738,0.199895
2.214844,0.976444,1.000000,0.776855,0.023556,0.199589
2.218750,0.976625,1.000000,0.777344,0.023375,0.199282
2.222656,0.976805,1.000000,0.777832,0.023195,0.198973
2.226562,0.976984,1.000000,0.778320,0.023016,0.198663
2.230469,0.977161,1.000000,0.778809,0.022839,0.198352
2.234375,0.977336,1.000000,0.779297,0.022664,0.198040
2.238281,0.977511,1.000000,0.779785,0.022489,0.197726
2.242188,0.977684,1.000000,0.780273,0.022316,0.197411
2.246094,0.977856,1.000000,0.780762,0.022144,0.197094
2.250000,0.978026,1.000000,0.781250,0.021974,0.196776
2.253906,0.978195,1.000000,0.781738,0.021805,0.196457
2.257812,0.978363,1.000000,0.782227,0.021637,0.196137
2.261719,0.978530,1.000000,0.782715,0.021470,0.195815
2.265625,0.978695,1.000000,0.783203,0.021305,0.195492
2.269531,0.978859,1.000000,0.783691,0.021141,0.195168
2.273438,0.979022,1.000000,0.784180,0.020978,0.194842
2.277344,0.979183,1.000000,0.784668,0.020817,0.194515
2.281250,0.979344,1.000000,0.785156,0.020656,0.194187
2.285156,0.979503,1.000000,0.785645,0.020497,0.193858
2.289062,0.979661,1.000000,0.786133,0.020339,0.193528
2.292969,0.979817,1.000000,0.786621,0.020183,0.193196
2.296875,0.979973,1.000000,0.787109,0.020027,0.192863
2.300781,0.980127,1.000000,0.787598,0.019873,0.192530
2.304688,0.980280,1.000000,0.788086,0.019720,0.192194
2.308594,0.980432,1.000000,0.788574,0.019568,0.191858
2.312500,0.980583,1.000000,0.789062,0.019417,0.191521
2.316406,0.980733,1.000000,0.789551,0.019267,0.191182
2.320312,0.980881,1.000000,0.790039,0.019119,0.190842
2.324219,0.981029,1.000000,0.790527,0.018971,0.190501
2.328125,0.981175,1.000000,0.791016,0.018825,0.190159
2.332031,0.981320,1.000000,0.791504,0.018680,0.189816
2.335938,0.981464,1.000000,0.791992,0.018536,0.189472
2.339844,0.981607,1.000000,0.792480,0.018393,0.189126
2.343750,0.981749,1.000000,0.792969,0.018251,0.188780
2.347656,0.981889,1.000000,0.793457,0.018111,0.188432
2.351562,0.982029,1.000000,0.793945,0.017971,0.188084
2.355469,0.982168,1.000000,0.794434,0.017832,0.187734
2.359375,0.982305,1.000000,0.794922,0.017695,0.187383
2.363281,0.982442,1.000000,0.795410,0.017558,0.187032
2.367188,0.982577,1.000000,0.795898,0.017423,0.186679
2.371094,0.982712,1.000000,0.796387,0.017288,0.186325
2.375000,0.982845,1.000000,0.796875,0.017155,0.185970
2.378906,0.982977,1.000000,0.797363,0.017023,0.185614
2.382812,0.983109,1.000000,0.797852,0.016891,0.185257
2.386719,0.983239,1.000000,0.798340,0.016761,0.184899
2.390625,0.983368,1.000000,0.798828,0.016632,0.184540
2.394531,0.983497,1.000000,0.799316,0.016503,0.184180
2.398438,0.983624,1.000000,0.799805,0.016376,0.183819
2.402344,0.983751,1.000000,0.800293,0.016249,0.183458
2.406250,0.983876,1.000000,0.800781,0.016124,0.183095
2.410156,0.984000,1.000000,0.801270,0.016000,0.182731
2.414062,0.984124,1.000000,0.801758,0.015876,0.182366
2.417969,0.984247,1.000000,0.802246,0.015753,0.182000
2.421875,0.984368,1.000000,0.802734,0.015632,0.181634
2.425781,0.984489,1.000000,0.803223,0.015511,0.181266
2.429688,0.984609,1.000000,0.803711,0.015391,0.180898
2.433594,0.984728,1.000000,0.804199,0.015272,0.180528
2.437500,0.984846,1.000000,0.804688,0.015154,0.180158
2.441406,0.984963,1.000000,0.805176,0.015037,0.179787
2.445312,0.985079,1.000000,0.805664,0.014921,0.179415
2.449219,0.985194,1.000000,0.806152,0.014806,0.179042
2.453125,0.985308,1.000000,0.806641,0.014692,0.178668
2.457031,0.985422,1.000000,0.807129,0.014578,0.178293
2.460938,0.985534,1.000000,0.807617,0.014466,0.177917
2.464844,0.985646,1.000000,0.808105,0.014354,0.177541
2.468750,0.985757,1.000000,0.808594,0.014243,0.177163
2.472656,0.985867,1.000000,0.809082,0.014133,0.176785
2.476562,0.985976,1.000000,0.809570,0.014024,0.176406
2.480469,0.986085,1.000000,0.810059,0.013915,0.176026
2.484375,0.986192,1.000000,0.810547,0.013808,0.175645
2.488281,0.986299,1.000000,0.811035,0.013701,0.175264
2.492188,0.986405,1.000000,0.811523,0.013595,0.174881
2.496094,0.986510,1.000000,0.812012,0.013490,0.174498
2.500000,0.986614,1.000000,0.812500,0.013386,0.174114
2.503906,0.986718,1.000000,0.812988,0.013282,0.173729
2.507812,0.986820,1.000000,0.813477,0.013180,0.173344
2.511719,0.986922,1.000000,0.813965,0.013078,0.172958
2.515625,0.987023,1.000000,0.814453,0.012977,0.172570
2.519531,0.987124,1.000000,0.814941,0.012876,0.172182
2.523438,0.987223,1.000000,0.815430,0.012777,0.171794
2.527344,0.987322,1.000000,0.815918,0.012678,0.171404
2.531250,0.987420,1.000000,0.816406,0.012580,0.171014
2.535156,0.987517,1.000000,0.816895,0.012483,0.170623
2.539062,0.987614,1.000000,0.817383,0.012386,0.170231
2.542969,0.987710,1.000000,0.817871,0.012290,0.169839
2.546875,0.987805,1.000000,0.818359,0.012195,0.169446
2.550781,0.987899,1.000000,0.818848,0.012101,0.169052
2.554688,0.987993,1.000000,0.819336,0.012007,0.168657
2.558594,0.988086,1.000000,0.819824,0.011914,0.168261
2.562500,0.988178,1.000000,0.820312,0.011822,0.167865
2.566406,0.988269,1.000000,0.820801,0.011731,0.167469
2.570312,0.988360,1.000000,0.821289,0.011640,0.167071
2.574219,0.988450,1.000000,0.821777,0.011550,0.166673
2.578125,0.988540,1.000000,0.822266,0.011460,0.166274
2.582031,0.988628,1.000000,0.822754,0.011372,0.165874
2.585938,0.988716,1.000000,0.823242,0.011284,0.165474
2.589844,0.988804,1.000000,0.823730,0.011196,0.165073
2.593750,0.988890,1.000000,0.824219,0.011110,0.164671
2.597656,0.988976,1.000000,0.824707,0.011024,0.164269
2.601562,0.989061,1.000000,0.825195,0.010939,0.163866
2.605469,0.989146,1.000000,0.825684,0.010854,0.163463
2.609375,0.989230,1.000000,0.826172,0.010770,0.163058
2.613281,0.989313,1.000000,0.826660,0.010687,0.162653
2.617188,0.989396,1.000000,0.827148,0.010604,0.162248
2.621094,0.989478,1.000000,0.827637,0.010522,0.161842
2.625000,0.989560,1.000000,0.828125,0.010440,0.161435
2.628906,0.989641,1.000000,0.828613,0.010359,0.161027
2.632812,0.989721,1.000000,0.829102,0.010279,0.160619
2.636719,0.989800,1.000000,0.829590,0.010200,0.160211
2.640625,0.989879,1.000000,0.830078,0.010121,0.159801
2.644531,0.989958,1.000000,0.830566,0.010042,0.159391
2.648438,0.990035,1.000000,0.831055,0.009965,0.158981
2.652344,0.990113,1.000000,0.831543,0.009887,0.158570
2.656250,0.990189,1.000000,0.832031,0.009811,0.158158
2.660156,0.990265,1.000000,0.832520,0.009735,0.157746
2.664062,0.990341,1.000000,0.833008,0.009659,0.157333
2.667969,0.990415,1.000000,0.833496,0.009585,0.156919
2.671875,0.990490,1.000000,0.833984,0.009510,0.156505
2.675781,0.990563,1.000000,0.834473,0.009437,0.156091
2.679688,0.990636,1.000000,0.834961,0.009364,0.155675
2.683594,0.990709,1.000000,0.835449,0.009291,0.155260
2.687500,0.990781,1.000000,0.835938,0.009219,0.154843
2.691406,0.990852,1.000000,0.836426,0.009148,0.154426
2.695312,0.990923,1.000000,0.836914,0.009077,0.154009
